"Plot Title: site8km2026"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 21623140, SEN S/N: 21549913)","RH, % (LGR S/N: 21623140, SEN S/N: 21549913)","Wind Speed, m/s (LGR S/N: 21623140, SEN S/N: 21550053)","Gust Speed, m/s (LGR S/N: 21623140, SEN S/N: 21550053)","Wind Direction, ø (LGR S/N: 21623140, SEN S/N: 21550053)","Pressure, mbar (LGR S/N: 21623140, SEN S/N: 21569227)"
200,10/30/25 10:07:29 PM,2.839,79.078,2.34,3.34,258.3,838.250
201,10/30/25 10:17:29 PM,2.137,81.193,1.67,2.34,266.7,838.250
202,10/30/25 10:27:29 PM,1.906,82.080,1.67,2.34,254.1,838.350
203,10/30/25 10:37:29 PM,1.872,81.933,2.00,2.67,269.6,838.350
204,10/30/25 10:47:29 PM,1.888,81.407,2.00,3.01,279.4,838.350
205,10/30/25 10:57:29 PM,1.566,82.539,2.00,2.34,271.0,838.250
206,10/30/25 11:07:29 PM,1.319,83.188,2.00,2.67,259.7,838.250
207,10/30/25 11:17:29 PM,1.400,82.737,2.34,2.67,262.5,838.150
208,10/30/25 11:27:29 PM,1.293,82.870,1.67,2.34,265.3,838.150
209,10/30/25 11:37:29 PM,0.931,84.096,1.34,1.67,272.4,838.050
210,10/30/25 11:47:29 PM,1.118,83.821,1.34,1.67,275.2,837.950
211,10/30/25 11:57:29 PM,0.984,84.068,1.67,2.00,262.5,837.950
212,10/31/25 12:07:29 AM,0.799,85.150,2.00,2.34,254.1,838.050
213,10/31/25 12:17:29 AM,0.802,85.530,1.67,2.34,258.3,837.950
214,10/31/25 12:27:29 AM,0.767,86.018,1.34,2.00,254.1,837.850
215,10/31/25 12:37:29 AM,0.673,86.159,1.67,2.34,258.3,837.950
216,10/31/25 12:47:29 AM,0.191,87.936,1.34,2.00,268.1,837.950
217,10/31/25 12:57:29 AM,0.099,88.835,1.67,2.34,262.5,837.950
218,10/31/25 01:07:29 AM,0.520,86.978,2.00,2.67,252.7,838.150
219,10/31/25 01:17:29 AM,0.209,87.411,1.67,2.34,266.7,838.150
220,10/31/25 01:27:29 AM,-0.313,89.815,1.67,2.34,265.3,838.250
221,10/31/25 01:37:29 AM,-0.482,90.132,2.00,2.67,261.1,838.350
222,10/31/25 01:47:29 AM,0.201,88.347,1.34,2.67,228.8,838.250
223,10/31/25 01:57:29 AM,0.006,88.849,1.00,1.34,263.9,838.150
224,10/31/25 02:07:29 AM,0.274,89.035,2.00,2.67,262.5,838.350
225,10/31/25 02:17:29 AM,0.424,88.638,2.00,2.67,262.5,838.250
226,10/31/25 02:27:29 AM,0.888,87.398,2.34,3.34,268.1,838.350
227,10/31/25 02:37:29 AM,0.687,87.893,2.00,2.67,268.1,838.150
228,10/31/25 02:47:29 AM,0.327,88.679,2.00,2.34,271.0,838.050
229,10/31/25 02:57:29 AM,-0.096,89.952,1.67,2.34,282.2,838.050
230,10/31/25 03:07:29 AM,-0.198,89.975,2.34,3.01,268.1,838.250
231,10/31/25 03:17:29 AM,-0.418,90.488,2.00,2.67,272.4,838.150
232,10/31/25 03:27:29 AM,-0.624,91.550,2.00,3.01,275.2,838.250
233,10/31/25 03:37:29 AM,-0.228,90.727,2.34,3.01,269.6,838.250
234,10/31/25 03:47:29 AM,0.094,89.703,2.00,2.67,265.3,838.250
235,10/31/25 03:57:29 AM,0.346,88.399,2.00,2.67,269.6,838.150
236,10/31/25 04:07:29 AM,0.896,85.597,1.34,2.34,265.3,838.150
237,10/31/25 04:17:29 AM,0.941,84.697,2.00,2.34,252.7,838.050
238,10/31/25 04:27:29 AM,0.427,86.038,2.34,3.34,234.5,838.050
239,10/31/25 04:37:29 AM,0.234,86.587,2.34,3.34,254.1,838.050
240,10/31/25 04:47:29 AM,0.408,85.145,2.34,3.34,249.9,838.050
241,10/31/25 04:57:29 AM,-0.077,86.342,1.34,2.00,266.7,838.050
242,10/31/25 05:07:29 AM,-0.421,88.060,2.34,3.01,247.1,838.050
243,10/31/25 05:17:29 AM,-0.244,86.305,0.67,2.67,271.0,838.050
244,10/31/25 05:27:29 AM,-0.903,88.243,1.67,3.01,256.9,838.050
245,10/31/25 05:37:29 AM,-0.179,85.856,2.67,3.34,259.7,837.950
246,10/31/25 05:47:29 AM,-0.069,83.981,3.01,3.34,263.9,837.950
247,10/31/25 05:57:29 AM,-2.271,89.679,3.01,3.67,262.5,837.950
248,10/31/25 06:07:29 AM,-2.214,91.135,2.67,3.67,262.5,837.850
249,10/31/25 06:17:29 AM,-2.094,91.551,3.01,3.67,273.8,837.850
250,10/31/25 06:27:29 AM,-2.158,91.460,3.01,3.67,255.5,837.850
251,10/31/25 06:37:29 AM,-2.158,91.150,2.34,3.01,255.5,837.850
252,10/31/25 06:47:29 AM,-1.919,88.116,2.34,3.34,255.5,837.950
253,10/31/25 06:57:29 AM,-1.699,87.620,2.67,3.34,259.7,838.050
254,10/31/25 07:07:29 AM,-2.501,92.470,2.34,3.01,271.0,838.150
255,10/31/25 07:17:29 AM,-2.651,93.017,2.00,2.67,263.9,838.250
256,10/31/25 07:27:29 AM,-2.571,93.370,2.67,3.34,259.7,838.150
257,10/31/25 07:37:29 AM,-1.946,91.533,3.01,3.67,258.3,838.250
258,10/31/25 07:47:29 AM,-2.043,91.220,3.01,3.67,266.7,838.350
259,10/31/25 07:57:29 AM,-2.512,92.636,3.34,4.34,272.4,838.350
260,10/31/25 08:07:29 AM,-2.415,93.468,2.67,4.34,256.9,838.450
261,10/31/25 08:17:29 AM,-2.037,92.100,2.00,3.01,256.9,838.450
262,10/31/25 08:27:29 AM,-1.683,90.695,2.00,3.01,266.7,838.450
263,10/31/25 08:37:29 AM,-1.265,89.296,2.00,2.67,266.7,838.550
264,10/31/25 08:47:29 AM,-1.453,89.520,2.00,2.67,273.8,838.650
265,10/31/25 08:57:29 AM,-0.560,87.672,1.34,2.00,272.4,838.750
266,10/31/25 09:07:29 AM,0.384,85.457,1.34,2.34,289.2,838.650
267,10/31/25 09:17:29 AM,1.467,82.307,1.34,2.34,299.0,838.650
