Count,snowDepth,Calibration,Distance Measured,Datetime,Latitude,Longitude,Altitude,Sat Count,HDOP,GGA,RMC
126,81,198,117,0000-00-00 00:00:00+0000,43.291293,-115.284241,1649.5748,36,0.4,"$GPGGA,003349.60,4317.4775574,N,11517.0544897,W,2,36,0.4,1649.5748,M,-18.2568,M,7.4,0131*46","$GPRMC,003349.80,A,4317.4775566,N,11517.0544928,W,0.1,,070225,12.2,E,D*3B"
127,81,198,117,0000-00-00 00:00:00+0000,43.291225,-115.284265,1649.3781,36,0.4,"$GPGGA,003408.00,4317.4735103,N,11517.0558807,W,2,36,0.4,1649.3781,M,-18.2568,M,3.8,0131*4D","$GPRMC,003408.20,A,4317.4735147,N,11517.0558808,W,0.0,,070225,12.2,E,D*3F"
128,86,198,112,2025-02-07 00:34:26+0000,43.291165,-115.284289,1649.3933,35,0.4,"$GPGGA,003425.80,4317.4698971,N,11517.0573419,W,2,35,0.4,1649.3933,M,-18.2569,M,3.6,0131*40","$GPRMC,003426.00,A,4317.4698970,N,11517.0573400,W,0.0,,070225,12.2,E,D*36"
129,82,198,116,2025-02-07 00:34:50+0000,43.2911,-115.284309,1649.3649,34,0.5,"$GPGGA,003449.80,4317.4659847,N,11517.0585572,W,2,34,0.5,1649.3649,M,-18.2569,M,3.6,0131*44","$GPRMC,003450.00,A,4317.4659823,N,11517.0585617,W,0.0,,070225,12.2,E,D*30"
130,91,198,107,0000-00-00 00:00:00+0000,43.291039,-115.284332,1649.4114,33,0.5,"$GPGGA,003511.20,4317.4623273,N,11517.0599113,W,2,33,0.5,1649.4114,M,-18.2569,M,3.6,0131*43","$GPRMC,003511.40,A,4317.4623271,N,11517.0599150,W,0.0,,070225,12.2,E,D*39"
131,94,198,104,0000-00-00 00:00:00+0000,43.290973,-115.284354,1649.8677,36,0.4,"$GPGGA,003539.20,4317.4583511,N,11517.0612508,W,2,36,0.4,1649.8677,M,-18.2569,M,5.0,0131*47","$GPRMC,003539.40,A,4317.4583532,N,11517.0612496,W,0.0,,070225,12.2,E,D*35"
132,89,198,109,0000-00-00 00:00:00+0000,43.290909,-115.284373,1649.54,36,0.4,"$GPGGA,003558.20,4317.4545326,N,11517.0624098,W,2,36,0.4,1649.5400,M,-18.2570,M,4.6,0131*41","$GPRMC,003558.40,A,4317.4545337,N,11517.0624062,W,0.0,,070225,12.2,E,D*31"
133,96,198,102,0000-00-00 00:00:00+0000,43.290839,-115.284388,1649.8357,35,0.4,"$GPGGA,003617.00,4317.4503645,N,11517.0633006,W,2,35,0.4,1649.8357,M,-18.2570,M,6.1,0131*46","$GPRMC,003617.20,A,4317.4503626,N,11517.0633087,W,0.0,,070225,12.2,E,D*35"
134,83,198,115,0000-00-00 00:00:00+0000,43.29077,-115.284404,1649.1465,36,0.4,"$GPGGA,003634.00,4317.4461997,N,11517.0642222,W,2,36,0.4,1649.1465,M,-18.2570,M,4.4,0131*4B","$GPRMC,003634.20,A,4317.4461996,N,11517.0642246,W,0.0,,070225,12.2,E,D*3C"
135,78,198,120,0000-00-00 00:00:00+0000,43.290698,-115.284419,1649.2827,36,0.4,"$GPGGA,003654.40,4317.4418920,N,11517.0651312,W,2,36,0.4,1649.2827,M,-18.2570,M,2.2,0131*42","$GPRMC,003654.60,A,4317.4419023,N,11517.0651332,W,0.0,,070225,12.2,E,D*36"
136,78,198,120,0000-00-00 00:00:00+0000,43.290627,-115.284434,1649.321,36,0.4,"$GPGGA,003720.20,4317.4376421,N,11517.0660228,W,2,36,0.4,1649.3210,M,-18.2571,M,4.0,0131*45","$GPRMC,003720.40,A,4317.4376428,N,11517.0660242,W,0.0,,070225,12.2,E,D*33"
137,86,198,112,0000-00-00 00:00:00+0000,43.290562,-115.284453,1649.1615,35,0.5,"$GPGGA,003739.40,4317.4337436,N,11517.0671845,W,2,35,0.5,1649.1615,M,-18.2571,M,11.2,0131*7E","$GPRMC,003739.60,A,4317.4337424,N,11517.0671821,W,0.0,,070225,12.2,E,D*3F"
138,82,198,116,0000-00-00 00:00:00+0000,43.290498,-115.284466,1648.8709,33,0.5,"$GPGGA,003802.40,4317.4299007,N,11517.0679617,W,2,33,0.5,1648.8709,M,-18.2571,M,4.2,0131*4D","$GPRMC,003802.60,A,4317.4299018,N,11517.0679613,W,0.0,,070225,12.2,E,D*31"
139,71,198,127,0000-00-00 00:00:00+0000,43.290434,-115.284481,1649.4247,33,0.5,"$GPGGA,003822.80,4317.4260394,N,11517.0688780,W,2,33,0.5,1649.4247,M,-18.2571,M,3.2,0131*48","$GPRMC,003822.80,A,4317.4260394,N,11517.0688780,W,0.0,,070225,12.2,E,D*39"
140,81,198,117,0000-00-00 00:00:00+0000,43.290369,-115.284505,1649.4217,34,0.4,"$GPGGA,003840.60,4317.4221633,N,11517.0703132,W,2,34,0.4,1649.4217,M,-18.2572,M,3.0,0131*40","$GPRMC,003840.80,A,4317.4221563,N,11517.0703142,W,0.0,,070225,12.2,E,D*3C"
141,82,198,116,0000-00-00 00:00:00+0000,43.290309,-115.28452,1648.6873,34,0.4,"$GPGGA,003901.60,4317.4185147,N,11517.0711925,W,2,34,0.4,1648.6873,M,-18.2572,M,3.4,0131*4F","$GPRMC,003901.80,A,4317.4185135,N,11517.0711911,W,0.0,,070225,12.2,E,D*3F"
142,73,198,125,0000-00-00 00:00:00+0000,43.29024,-115.284542,1648.0551,34,0.4,"$GPGGA,003924.40,4317.4143818,N,11517.0725482,W,2,34,0.4,1648.0551,M,-18.2572,M,2.2,0131*48","$GPRMC,003924.60,A,4317.4143804,N,11517.0725521,W,0.0,,070225,12.2,E,D*3F"
143,80,198,118,2025-02-07 00:39:46+0000,43.290169,-115.284563,1647.2842,33,0.5,"$GPGGA,003945.80,4317.4101521,N,11517.0737626,W,2,33,0.5,1647.2842,M,-18.2572,M,4.2,0131*4F","$GPRMC,003946.00,A,4317.4101501,N,11517.0737674,W,0.0,,070225,12.2,E,D*33"
144,100,198,98,0000-00-00 00:00:00+0000,43.290105,-115.284582,1647.5158,34,0.4,"$GPGGA,004008.00,4317.4062920,N,11517.0749338,W,2,34,0.4,1647.5158,M,-18.2573,M,3.8,0131*45","$GPRMC,004008.20,A,4317.4062894,N,11517.0749398,W,0.0,,070225,12.2,E,D*3E"
145,87,198,111,0000-00-00 00:00:00+0000,43.290039,-115.2846,1647.3984,34,0.4,"$GPGGA,004029.20,4317.4023280,N,11517.0759925,W,2,34,0.4,1647.3984,M,-18.2573,M,3.6,0131*46","$GPRMC,004029.40,A,4317.4023273,N,11517.0759960,W,0.0,,070225,12.2,E,D*31"
146,86,198,112,0000-00-00 00:00:00+0000,43.289978,-115.284618,1647.7451,33,0.5,"$GPGGA,004051.40,4317.3986737,N,11517.0770765,W,2,33,0.5,1647.7451,M,-18.2573,M,5.2,0131*43","$GPRMC,004051.60,A,4317.3986736,N,11517.0770760,W,0.0,,070225,12.2,E,D*3C"
147,84,198,114,0000-00-00 00:00:00+0000,43.289911,-115.284639,1648.0962,34,0.4,"$GPGGA,004116.40,4317.3946447,N,11517.0783607,W,2,34,0.4,1648.0962,M,-18.2573,M,7.5,0131*46","$GPRMC,004116.60,A,4317.3946453,N,11517.0783630,W,0.0,,070225,12.2,E,D*3A"
148,82,198,116,0000-00-00 00:00:00+0000,43.289843,-115.284652,1648.2166,34,0.4,"$GPGGA,004138.00,4317.3905655,N,11517.0791138,W,2,34,0.4,1648.2166,M,-18.2574,M,3.8,0131*40","$GPRMC,004138.20,A,4317.3905624,N,11517.0791166,W,0.0,,070225,12.2,E,D*30"
149,83,198,115,0000-00-00 00:00:00+0000,43.289774,-115.284671,1648.2135,33,0.5,"$GPGGA,004157.40,4317.3864404,N,11517.0802420,W,2,33,0.5,1648.2135,M,-18.2574,M,8.5,0131*42","$GPRMC,004157.60,A,4317.3864442,N,11517.0802396,W,0.0,,070225,12.2,E,D*31"
150,79,198,119,0000-00-00 00:00:00+0000,43.289709,-115.284693,1648.3191,33,0.5,"$GPGGA,004217.00,4317.3825671,N,11517.0815641,W,2,33,0.5,1648.3191,M,-18.2574,M,1.5,0131*41","$GPRMC,004217.20,A,4317.3825624,N,11517.0815551,W,0.0,,070225,12.2,E,D*3E"
151,95,198,103,0000-00-00 00:00:00+0000,43.289643,-115.284709,1647.6868,34,0.4,"$GPGGA,004241.00,4317.3786049,N,11517.0825271,W,2,34,0.4,1647.6868,M,-18.2574,M,3.4,0131*4D","$GPRMC,004241.20,A,4317.3786041,N,11517.0825284,W,0.0,,070225,12.2,E,D*32"
152,91,198,107,0000-00-00 00:00:00+0000,43.28958,-115.284728,1647.6002,33,0.5,"$GPGGA,004313.60,4317.3748120,N,11517.0836545,W,2,33,0.5,1647.6002,M,-18.2575,M,3.4,0131*40","$GPRMC,004313.80,A,4317.3748093,N,11517.0836509,W,0.0,,070225,12.2,E,D*33"
153,90,198,108,0000-00-00 00:00:00+0000,43.28951,-115.284749,1647.8083,33,0.5,"$GPGGA,004335.40,4317.3705893,N,11517.0849333,W,2,33,0.5,1647.8083,M,-18.2575,M,3.8,0131*4A","$GPRMC,004335.60,A,4317.3705851,N,11517.0849285,W,0.0,,070225,12.2,E,D*3D"
154,92,198,106,0000-00-00 00:00:00+0000,43.289446,-115.284767,1648.1334,34,0.4,"$GPGGA,004359.00,4317.3667731,N,11517.0860167,W,2,34,0.4,1648.1334,M,-18.2575,M,3.4,0131*4D","$GPRMC,004359.20,A,4317.3667654,N,11517.0860157,W,0.0,,070225,12.2,E,D*3A"
155,86,198,112,0000-00-00 00:00:00+0000,43.289384,-115.284785,1648.3161,35,0.4,"$GPGGA,004418.60,4317.3630519,N,11517.0870842,W,2,35,0.4,1648.3161,M,-18.2575,M,2.4,0131*4C","$GPRMC,004418.80,A,4317.3630590,N,11517.0870804,W,0.0,,070225,12.2,E,D*35"
156,1,198,197,0000-00-00 00:00:00+0000,43.306608,-115.280079,1664.5601,34,0.5,"$GPGGA,005335.20,4318.3965063,N,11516.8047662,W,2,34,0.5,1664.5601,M,-18.2512,M,3.8,0131*45","$GPRMC,005335.40,A,4318.3965043,N,11516.8047607,W,0.0,,070225,12.3,E,D*32"
